Company Name,City,State,Location
GE AVIATION SYSTEMS LLC,STERLING,VIRGINIA,"39.0066993, -77.4291298"
GE ENERGY POWER CONVERSION NAVAL SYSTEMS INC.,IMPERIAL,PENNSYLVANIA,"40.4505165, -80.2444658"
GE ENERGY POWER CONVERSION USA INC.,CRANBERRY TOWNSHIP,PENNSYLVANIA,"40.7164495, -80.1205256"
"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC",NISKAYUNA,NEW YORK,"42.8056144, -73.87719009999999"
GE PRECISION HEALTHCARE LLC,WAUKESHA,WISCONSIN,"43.0107836, -88.2291729"
GE VERNOVA OPERATIONS LLC,SCHENECTADY,NEW YORK,"42.8143509, -73.93874199999999"
GED TESTING SERVICE LLC,BLOOMINGTON,MINNESOTA,"44.840798, -93.2982799"
GEI CONSULTANTS INC,WOBURN,MASSACHUSETTS,"42.4792618, -71.1522765"
"GENENTECH USA, INC",SOUTH SAN FRANCISCO,CALIFORNIA,"37.654656, -122.4077498"
GENERAL ATOMICS,SAN DIEGO,CALIFORNIA,"32.715738, -117.1610838"
"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",POWAY,CALIFORNIA,"32.9628232, -117.0358646"
"GENERAL DYNAMICS GLOBAL FORCE, LLC",FALLS CHURCH,VIRGINIA,"38.88233400000001, -77.1710914"
"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",FALLS CHURCH,VIRGINIA,"38.88233400000001, -77.1710914"
"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",WASHINGTON,DISTRICT OF COLUMBIA,"38.9071923, -77.0368707"
GENERAL DYNAMICS LAND SYSTEMS CUSTOMER SERVICE & SUPPORT CO,STERLING HEIGHTS,MICHIGAN,"42.5803122, -83.0302033"
GENERAL DYNAMICS LAND SYSTEMS INC.,STERLING HEIGHTS,MICHIGAN,"42.5803122, -83.0302033"
"GENERAL DYNAMICS MISSION SYSTEMS, INC",SCOTTSDALE,ARIZONA,"33.4948764, -111.9216734"
"GENERAL DYNAMICS MISSION SYSTEMS, INC.",MARION,VIRGINIA,"36.8348383, -81.5148368"
"GENERAL DYNAMICS MISSION SYSTEMS, INC.",FAIRFAX,VIRGINIA,"38.8459879, -77.3053035"
"GENERAL DYNAMICS MISSION SYSTEMS, INC.",DEDHAM,MASSACHUSETTS,"42.2436085, -71.1676536"
GENERAL DYNAMICS ONE SOURCE LLC,FALLS CHURCH,VIRGINIA,"38.88233400000001, -77.1710914"
"GENERAL DYNAMICS ORDNANCE & TACTICAL SYSTEMS, INC.",MESQUITE,TEXAS,"32.76679550000001, -96.5991593"
"GENERAL DYNAMICS ORDNANCE & TACTICAL SYSTEMS, INC.",MARION,ILLINOIS,"37.7307798, -88.932611"
"GENERAL DYNAMICS ORDNANCE AND TACTICAL SYSTEMS, INC.",SAINT PETERSBURG,FLORIDA,"27.7671271, -82.6384451"
"GENERAL DYNAMICS ORDNANCE AND TACTICAL SYSTEMS, INC.",GARLAND,TEXAS,"32.9136363, -96.6364294"
"GENERAL DYNAMICS ORDNANCE AND TACTICAL SYSTEMS, INC.",SCRANTON,PENNSYLVANIA,"41.410314, -75.661099"
"GENERAL DYNAMICS OTS (NICEVILLE), INC.",NICEVILLE,FLORIDA,"30.5168639, -86.48217199999999"
"GENERAL DYNAMICS OTS (WILKES BARRE), LLC",WILKES BARRE,PENNSYLVANIA,"41.2459149, -75.88130749999999"
"GENERAL DYNAMICS-OTS, INC.",WILLISTON,VERMONT,"44.4496023, -73.1109997"
GENERAL ELECTRIC COMPANY,CINCINNATI,OHIO,"39.1031182, -84.5120196"
GENERAL ELECTRIC COMPANY,WEST CHESTER,OHIO,"39.3321262, -84.41726659999999"
GENERAL ELECTRIC COMPANY,LYNN,MASSACHUSETTS,"42.4697809, -70.95690239999999"
GENERAL ELECTRIC COMPANY,NISKAYUNA,NEW YORK,"42.8056144, -73.87719009999999"
GENERAL MOTORS LLC,DETROIT,MICHIGAN,"42.32971819999999, -83.0424533"
GENERAL MOTORS LLC,WARREN,MICHIGAN,"42.5144566, -83.01465259999999"
GENTEX CORPORATION,SIMPSON,PENNSYLVANIA,"41.5917495, -75.4851836"
GEO CARE LLC,BOCA RATON,FLORIDA,"26.3683064, -80.1289321"
"GEO GROUP INC., THE",BOCA RATON,FLORIDA,"26.3683064, -80.1289321"
GEO REENTRY INC,BOCA RATON,FLORIDA,"26.3683064, -80.1289321"
"GEO REENTRY OF ALASKA, INC.",BOCA RATON,FLORIDA,"26.3683064, -80.1289321"
"GEO SECURE SERVICES, LLC",BOCA RATON,FLORIDA,"26.3683064, -80.1289321"
"GEOCOMP, INC.",ACTON,MASSACHUSETTS,"42.4850931, -71.43284"
"GEOGRAPHIC INFORMATION SERVICES, INC.",BIRMINGHAM,ALABAMA,"33.5185892, -86.8103567"
GEORGE HARMS CONSTRUCTION CO INC,HOWELL,NEW JERSEY,"40.1400291, -74.2251347"
GEORGE MASON UNIVERSITY,FAIRFAX,VIRGINIA,"38.8459879, -77.3053035"
"GEORGE'S, INC.",SPRINGDALE,ARKANSAS,"36.1745404, -94.13898309999999"
GEORGIA POWER COMPANY,ATLANTA,GEORGIA,"33.7501275, -84.3885209"
GEORGIA STATE UNIVERSITY RESEARCH FOUNDATION INC,ATLANTA,GEORGIA,"33.7501275, -84.3885209"
GEORGIA TECH APPLIED RESEARCH CORP,ATLANTA,GEORGIA,"33.7501275, -84.3885209"
GEORGIA TECH RESEARCH CORP,ATLANTA,GEORGIA,"33.7501275, -84.3885209"
GEORGIA VOCATIONAL REHABILITATION AGENCY,TUCKER,GEORGIA,"33.8545479, -84.2171424"
"GEOSYNTEC BRICE JV, LLC",BOCA RATON,FLORIDA,"26.3683064, -80.1289321"
"GEOSYNTEC CONSULTANTS, INC.",BOCA RATON,FLORIDA,"26.3683064, -80.1289321"
"GEOSYNTEC JACOBS, A JOINT VENTURE",SAN DIEGO,CALIFORNIA,"32.715738, -117.1610838"
"GEOTAB USA, INC.",LAS VEGAS,NEVADA,"36.171563, -115.1391009"
"GES-AIS, LLC",TEMPE,ARIZONA,"33.4255104, -111.9400054"
GESHER HUMAN SERVICES,SOUTHFIELD,MICHIGAN,"42.4733688, -83.2218731"
GF-D DESIGN PARTNERS JV,FAIRFAX,VIRGINIA,"38.8459879, -77.3053035"
GHD INC.,DULUTH,GEORGIA,"34.0028786, -84.1446376"
GHD-COWI JOINT VENTURE,SAN DIEGO,CALIFORNIA,"32.715738, -117.1610838"
"GICHNER SYSTEMS GROUP, INC.",DALLASTOWN,PENNSYLVANIA,"39.8995444, -76.6402452"
GILBANE FEDERAL,CONCORD,CALIFORNIA,"37.9817195, -122.025904"
GILBANE FEDERAL JV,PROVIDENCE,RHODE ISLAND,"41.8245558, -71.414199"
GILBANE SMCC ECC LLC,CONCORD,CALIFORNIA,"37.9817195, -122.025904"
GILBANE-EXYTE A JOINT VENTURE,PROVIDENCE,RHODE ISLAND,"41.8245558, -71.414199"
"GINKGO BIOWORKS, INC.",BOSTON,MASSACHUSETTS,"42.3555076, -71.0565364"
GLAXOSMITHKLINE LLC,DURHAM,NORTH CAROLINA,"35.9955684, -78.9002077"
"GLOBAL CONNECTIONS TO EMPLOYMENT, INC.",PENSACOLA,FLORIDA,"30.4076647, -87.2189746"
GLOBAL PCCI (GPC),IRVINE,CALIFORNIA,"33.6845673, -117.8265049"
GLOBAL REACH CONSULTING LLC,RESTON,VIRGINIA,"38.9586307, -77.35700279999999"
GLOBAL RESOURCE SOLUTIONS INC,FAIRFAX,VIRGINIA,"38.8459879, -77.3053035"
"GLOBE COMPOSITE SOLUTIONS, LLC",STOUGHTON,MASSACHUSETTS,"42.1229099, -71.10920120000002"
GM DEFENSE LLC,DETROIT,MICHIGAN,"42.32971819999999, -83.0424533"
GN HEARING CARE CORPORATION,BLOOMINGTON,MINNESOTA,"44.840798, -93.2982799"
"GOLD CREEK FOODS, LLC",GAINESVILLE,GEORGIA,"34.2978794, -83.8240663"
"GOLDBELT GLACIER HEALTH SERVICES, LLC",ALEXANDRIA,VIRGINIA,"38.804693, -77.0435257"
"GOLDEN KEY GROUP, LLC",RESTON,VIRGINIA,"38.9586307, -77.35700279999999"
"GOLDEN SVCS, L.L.C.",KINGSTON,TENNESSEE,"35.8809084, -84.5085447"
"GOLDEN VALLEY ELECTRIC ASSOCIATION, INC.",FAIRBANKS,ALASKA,"64.8400511, -147.7199756"
GOLDER ASSOCIATES INC.,ANCHORAGE,ALASKA,"61.2175758, -149.8996785"
GOODRICH CORP,JACKSONVILLE,FLORIDA,"30.3297566, -81.6591529"
GOODRICH CORPORATION,HALTOM CITY,TEXAS,"32.7995738, -97.26918169999999"
GOODRICH CORPORATION,ANAHEIM,CALIFORNIA,"33.8365932, -117.9143012"
GOODRICH CORPORATION,TROY,OHIO,"40.0394982, -84.20327669999999"
GOODRICH CORPORATION,WESTFORD,MASSACHUSETTS,"42.5811425, -71.4395267"
GOODRICH CORPORATION,ROME,NEW YORK,"43.2128473, -75.4557303"
"GOODWILL INDUSTRIES OF KENTUCKY, INC.",LOUISVILLE,KENTUCKY,"38.2468618, -85.7663724"
"GOODWILL INDUSTRIES OF NORTH FLORIDA, INC.",JACKSONVILLE,FLORIDA,"30.3297566, -81.6591529"
GOODWILL INDUSTRIES OF SOUTH FLORIDA INC,MIAMI,FLORIDA,"25.7616798, -80.1917902"
"GOODWILL INDUSTRIES OF THE CHESAPEAKE, INC",HALETHORPE,MARYLAND,"39.2396095, -76.68169619999999"
"GOODWILL SERVICES, INC.",HARRISBURG,PENNSYLVANIA,"40.2731911, -76.8867008"
"GORDIAN GROUP, INC. THE",GREENVILLE,SOUTH CAROLINA,"34.8484984, -82.40001579999999"
"GOVCIO, LLC",FAIRFAX,VIRGINIA,"38.8459879, -77.3053035"
"GOVCONNECTION, INC.",ROCKVILLE,MARYLAND,"39.0839973, -77.1527578"
GP STRATEGIES CORPORATION,COLUMBIA,MARYLAND,"39.2037144, -76.86104619999999"
GRACON LLC,LAFAYETTE,COLORADO,"39.9935959, -105.0897058"
GRANITE CONSTRUCTION COMPANY,WATSONVILLE,CALIFORNIA,"36.910231, -121.7568946"
GRANITE CONSTRUCTION COMPANY GUAM,WATSONVILLE,CALIFORNIA,"36.910231, -121.7568946"
"GRANITE-OBAYASHI 2, A JOINT VENTURE",WATSONVILLE,CALIFORNIA,"36.910231, -121.7568946"
GRANITE-OBAYASHI A JOINT VENTURE,WATSONVILLE,CALIFORNIA,"36.910231, -121.7568946"
GREAT LAKES CHEESE CO INC,HIRAM,OHIO,"41.3125552, -81.1437098"
"GREAT LAKES DREDGE & DOCK CO, LLC",HOUSTON,TEXAS,"29.7600771, -95.37011079999999"
"GREAT LAKES ENVIRONMENTAL & INFRASTRUCTURE, LLC",ROCKLIN,CALIFORNIA,"38.7907339, -121.2357828"
GREATER LOS ANGELES VETERANS RESEARCH AND EDUCATION FOUNDATION,LOS ANGELES,CALIFORNIA,"34.0549076, -118.242643"
"GREENLAND ENTERPRISES, INC.",HAMPTON,VIRGINIA,"37.0298687, -76.34522179999999"
GREENMAN-PEDERSEN INC,ALBANY,NEW YORK,"42.6518095, -73.75447070000001"
GRIMES AEROSPACE COMPANY,URBANA,OHIO,"40.1083912, -83.7524298"
GROUP W INC.,VIENNA,VIRGINIA,"38.9012225, -77.2652604"
"GROVE RESOURCE SOLUTIONS, INC.",BETHESDA,MARYLAND,"38.984652, -77.0947092"
GROVE U.S. L.L.C,SHADY GROVE,PENNSYLVANIA,"39.7787655, -77.67358039999999"
"GRUNLEY CONSTRUCTION CO., INC.",ROCKVILLE,MARYLAND,"39.0839973, -77.1527578"
"GRYPHON AEROSPACE, LLC",ALBUQUERQUE,NEW MEXICO,"35.0843859, -106.650422"
"GRYPHON TECHNOLOGIES, L.C.",WASHINGTON,DISTRICT OF COLUMBIA,"38.9071923, -77.0368707"
GSD&M LLC,AUSTIN,TEXAS,"30.267153, -97.7430608"
"GTT GLOBAL TELECOM GOVERNMENT SERVICES, LLC",MC LEAN,VIRGINIA,"38.9338676, -77.1772604"
GUIDEHOUSE DIGITAL LLC,MC LEAN,VIRGINIA,"38.9338676, -77.1772604"
GUIDEHOUSE INC.,MC LEAN,VIRGINIA,"38.9338676, -77.1772604"
GUIDEHOUSE LLP,MCLEAN,VIRGINIA,"38.9338676, -77.1772604"
GULFSTREAM AEROSPACE CORPORATION (GEORGIA),SAVANNAH,GEORGIA,"32.0808989, -81.091203"
"GUNNISON CONSULTING GROUP, INC.",FAIRFAX,VIRGINIA,"38.8459879, -77.3053035"
GUYCO INC,LAMPASAS,TEXAS,"31.06378399999999, -98.18169569999999"
GW COMMERCIAL SERVICES INC,INDIANAPOLIS,INDIANA,"39.76909, -86.158018"
"GWWO, INC.",BALTIMORE,MARYLAND,"39.2905023, -76.6104072"
H & L CONTRACTING LLC,BAY SHORE,NEW YORK,"40.7250986, -73.2453946"
"H D CW JOINT VENTURE, THE",CHARLOTTE,NORTH CAROLINA,"35.2215548, -80.840116"
"HAGERSTOWN GOODWILL INDUSTRIES, INC.",HAGERSTOWN,MARYLAND,"39.6417629, -77.71999319999999"
"HALFF ASSOCIATES, INC.",RICHARDSON,TEXAS,"32.9483335, -96.7298519"
HALVIK CORP,VIENNA,VIRGINIA,"38.9012225, -77.2652604"
HAMILTON SUNDSTRAND CORPORATION,WINDSOR LOCKS,CONNECTICUT,"41.9242917, -72.6454469"
HAMILTON SUNDSTRAND CORPORATION,ROCKFORD,ILLINOIS,"42.2677214, -89.08777479999999"
HAMILTON SUNDSTRAND CORPORATION,PHOENIX,ARIZONA,"33.4482266, -112.0776781"
HAMILTON SUNDSTRAND SPACE SYSTEMS INTERNATIONAL INC,WINDSOR LOCKS,CONNECTICUT,"41.9242917, -72.6454469"
"HAMILTON SUNDSTRAND SPACE SYSTEMS INTERNATIONAL, INC.",HOUSTON,TEXAS,"29.7600771, -95.37011079999999"
"HANDICARE USA, INC.",MARYLAND HEIGHTS,MISSOURI,"38.7131073, -90.42984009999999"
"HANFORD TANK WASTE OPERATIONS & CLOSURE, LLC",LYNCHBURG,VIRGINIA,"37.4148819, -79.1422071"
HANOVER FOODS CORP,HANOVER,PENNSYLVANIA,"39.8006553, -76.9830358"
HANSEN-MUELLER CO,OMAHA,NEBRASKA,"41.2565369, -95.9345034"
HANSON PROFESSIONAL SERVICES INC.,SPRINGFIELD,ILLINOIS,"39.8006593, -89.64493449999999"
HARDIN COUNTY WATER DISTRICT 1,RADCLIFF,KENTUCKY,"37.8368402, -85.94760099999999"
"HARKINS BUILDERS, INC.",COLUMBIA,MARYLAND,"39.2037144, -76.86104619999999"
"HARPER CONSTRUCTION COMPANY, INC.",SAN DIEGO,CALIFORNIA,"32.715738, -117.1610838"
HARRIS CORPORATION,MELBOURNE,FLORIDA,"28.0794398, -80.6078048"
HARRIS CORPORATION,ROANOKE,VIRGINIA,"37.2709116, -79.94494949999999"
HARRIS CORPORATION,LYNCHBURG,VIRGINIA,"37.4148819, -79.1422071"
HARRIS CORPORATION,ROCHESTER,NEW YORK,"43.15657789999999, -77.6088465"
HARRIS GLOBAL COMMUNICATIONS INC,ROCHESTER,NEW YORK,"43.15657789999999, -77.6088465"
HARTMAN-WALSH PAINTING COMPANY,SAINT LOUIS,MISSOURI,"38.6270025, -90.19940419999999"
HARVARD PILGRIM HEALTH CARE INC,WELLESLEY,MASSACHUSETTS,"42.3135529, -71.2745085"
HASKELL CO,JACKSONVILLE,FLORIDA,"30.3297566, -81.6591529"
HAWKINS DELAFIELD & WOOD LLP,NEW YORK,NEW YORK,"40.7127753, -74.0059728"
"HB&A, LLC",COLORADO SPRINGS,COLORADO,"38.8353142, -104.8216009"
HBP JOINT VENTURE,ROCHESTER,NEW YORK,"43.15657789999999, -77.6088465"
"HC CONTRACTORS, INC.",NORTH POLE,ALASKA,"64.7552465, -147.353425"
"HCBECK, LTD.",DALLAS,TEXAS,"32.7766642, -96.79698789999999"
HDR APTIM LLC.,ENGLEWOOD,COLORADO,"39.6477653, -104.9877597"
"HDR ARCHITECTURE, INC.",ARLINGTON,VIRGINIA,"38.8827061, -77.0831211"
"HDR ARCHITECTURE, INC.",OMAHA,NEBRASKA,"41.2565369, -95.9345034"
"HDR ENGINEERING, INC OF THE CAROLINAS",CHARLOTTE,NORTH CAROLINA,"35.2215548, -80.840116"
"HDR ENGINEERING, INC.",HONOLULU,HAWAII,"21.3098845, -157.8581401"
"HDR ENGINEERING, INC.",SAN ANTONIO,TEXAS,"29.4251905, -98.4945922"
"HDR ENGINEERING, INC.",HOUSTON,TEXAS,"29.7600771, -95.37011079999999"
"HDR ENGINEERING, INC.",MOBILE,ALABAMA,"30.6953657, -88.0398912"
"HDR ENGINEERING, INC.",COLORADO SPRINGS,COLORADO,"38.8353142, -104.8216009"
"HDR ENGINEERING, INC.",BOISE,IDAHO,"43.6150186, -116.2023137"
"HDR ENGINEERING, INC.",PORTLAND,OREGON,"45.515232, -122.6783853"
"HDR ENGINEERING, INC.",MISSOULA,MONTANA,"46.8721284, -113.9940314"
"HDR ENGINEERING, INC.",BELLEVUE,WASHINGTON,"47.6101497, -122.2015159"
"HDR ENGINEERING, INC.",DENVER,COLORADO,"39.7392358, -104.990251"
"HDR ENVIRONMENTAL, OPERATIONS AND CONSTRUCTION, INC.",ENGLEWOOD,COLORADO,"39.6477653, -104.9877597"
HDR GEI JOINT VENTURE,FOLSOM,CALIFORNIA,"38.6719495, -121.1612945"
HDR KCCT JV,WASHINGTON,DISTRICT OF COLUMBIA,"38.9071923, -77.0368707"
HDR-OBG A JOINT VENTURE,KANSAS CITY,MISSOURI,"39.0997265, -94.5785667"
HDT EXPEDITIONARY SYSTEMS INC,SOLON,OHIO,"41.3897764, -81.44122589999999"
"HEALTH & HUMAN SERVICES, NORTH CAROLINA DEPARTMENT OF",RALEIGH,NORTH CAROLINA,"35.7795897, -78.6381787"
"HEALTH NET FEDERAL SERVICES, LLC",SACRAMENTO,CALIFORNIA,"38.5781342, -121.4944209"
"HEALTH RESEARCH, INC.",MENANDS,NEW YORK,"42.6920233, -73.72456389999999"
"HEALTH SERVICES ADVISORY GROUP, INC.",PHOENIX,ARIZONA,"33.4482266, -112.0776781"
"HEALTH, HAWAII DEPARTMENT OF",KAPOLEI,HAWAII,"21.3337389, -158.0823892"
"HEALTHEQUITY, INC.",DRAPER,UTAH,"40.5246711, -111.8638226"
"HEALTHEWAY, INC.",VIENNA,VIRGINIA,"38.9012225, -77.2652604"
HEARTLAND GOODWILL ENTERPRISES,CEDAR RAPIDS,IOWA,"41.9778795, -91.6656232"
"HEIL TRAILER INTERNATIONAL, LLC",GATESVILLE,TEXAS,"31.4351645, -97.743911"
"HELLMUTH, OBATA & KASSABAUM, INC.",SAINT LOUIS,MISSOURI,"38.6270025, -90.19940419999999"
"HELLMUTH, OBATA & KASSABAUM, P.C.",WASHINGTON,DISTRICT OF COLUMBIA,"38.9071923, -77.0368707"
HEMPHILL CONSTRUCTION CO INC,FLORENCE,MISSISSIPPI,"32.1544162, -90.1239399"
HENDALL INC.,ROCKVILLE,MARYLAND,"39.0839973, -77.1527578"
"HENNEBERY EDDY ARCHITECTS, INC.",PORTLAND,OREGON,"45.515232, -122.6783853"
HENNEPIN HEALTHCARE RESEARCH INSTITUTE,MINNEAPOLIS,MINNESOTA,"44.977753, -93.2650108"
HENRY FORD HEALTH SYSTEM,DETROIT,MICHIGAN,"42.32971819999999, -83.0424533"
"HENRY M. JACKSON FOUNDATION FOR THE ADVANCEMENT OF MILITARY MEDICINE, INC., THE",BETHESDA,MARYLAND,"38.984652, -77.0947092"
HENSEL PHELPS CONSTRUCTION CO,HONOLULU,HAWAII,"21.3098845, -157.8581401"
HENSEL PHELPS CONSTRUCTION CO,ORLANDO,FLORIDA,"28.5383832, -81.3789269"
HENSEL PHELPS CONSTRUCTION CO,PHOENIX,ARIZONA,"33.4482266, -112.0776781"
HENSEL PHELPS CONSTRUCTION CO,IRVINE,CALIFORNIA,"33.6845673, -117.8265049"
HENSEL PHELPS CONSTRUCTION CO,CHANTILLY,VIRGINIA,"38.88698189999999, -77.4390375"
HENSEL PHELPS CONSTRUCTION CO,GREELEY,COLORADO,"40.4233142, -104.7091322"
HENSEL PHELPS CONSTRUCTION CO.,PLEASANTON,CALIFORNIA,"37.6604484, -121.8757968"
HENSEL PHELPS SERVICES LLC,CHANTILLY,VIRGINIA,"38.88698189999999, -77.4390375"
HENSEL PHELPS-SHIMIZU JV,HONOLULU,HAWAII,"21.3098845, -157.8581401"
HERC RENTALS INC.,BONITA SPRINGS,FLORIDA,"26.3305585, -81.80096759999999"
"HERCULES FENCE COMPANY, INC.,",NORFOLK,VIRGINIA,"36.8507689, -76.28587259999999"
HERLEY INDUSTRIES LLC,LANCASTER,PENNSYLVANIA,"40.0403279, -76.30418329999999"
"HERMAN CONSTRUCTION GROUP, INC.",ESCONDIDO,CALIFORNIA,"33.1192068, -117.086421"
HEWLETT PACKARD ENTERPRISE CO,SPRING,TEXAS,"30.0799405, -95.41716009999999"
HEWLETT PACKARD ENTERPRISE COMPANY,RESTON,VIRGINIA,"38.9586307, -77.35700279999999"
HEXAGON MANUFACTURING INTELLIGENCE INC,NORTH KINGSTOWN,RHODE ISLAND,"41.5662005, -71.46378469999999"
"HEXAGON US FEDERAL, INC",HUNTSVILLE,ALABAMA,"34.7295497, -86.5853155"
"HGL-APTIM APPLIED SCIENCE AND TECHNOLOGY JV, LLC",RESTON,VIRGINIA,"38.9586307, -77.35700279999999"
HHI CORPORATION,OGDEN,UTAH,"41.2185625, -111.97051"
HID GLOBAL CORPORATION,AUSTIN,TEXAS,"30.267153, -97.7430608"
"HIGH DESERT SUPPORT SERVICES, LLC",BATON ROUGE,LOUISIANA,"30.4514677, -91.18714659999999"
"HIGH LINER FOODS (USA), INCORPORATED",PORTSMOUTH,NEW HAMPSHIRE,"43.0702046, -70.7546771"
"HII DEFENSE AND FEDERAL SOLUTIONS, INC.",HUNTSVILLE,ALABAMA,"34.7295497, -86.5853155"
HII TECHNICAL SOLUTIONS CORPORATION,VIRGINIA BEACH,VIRGINIA,"36.8516437, -75.97921939999999"
"HII UNMANNED SYSTEMS, INC.",POCASSET,MASSACHUSETTS,"41.6862173, -70.616142"
"HILAND DAIRY FOODS COMPANY, LLC",SPRINGFIELD,MISSOURI,"37.2089572, -93.29229889999999"
"HILL INTERNATIONAL, INC.",WASHINGTON,DISTRICT OF COLUMBIA,"38.9071923, -77.0368707"
"HILL-ROM, INC.",BATESVILLE,INDIANA,"39.3000511, -85.222184"
HISPANIC ASSOCIATION OF COLLEGES AND UNIVERSITIES,SAN ANTONIO,TEXAS,"29.4251905, -98.4945922"
HITACHI ENERGY USA INC,BLAND,VIRGINIA,"37.1021861, -81.116215"
"H-K CONTRACTORS, INC.",IDAHO FALLS,IDAHO,"43.4926602, -112.0407506"
HNTB CORPORATION,KANSAS CITY,MISSOURI,"39.0997265, -94.5785667"
"HOLOGIC SALES AND SERVICE, LLC",MARLBOROUGH,MASSACHUSETTS,"42.3459271, -71.5522874"
HOMESAFE ALLIANCE LLC.,HOUSTON,TEXAS,"29.7600771, -95.37011079999999"
HONEYBEE ROBOTICS LLC,LONGMONT,COLORADO,"40.1672068, -105.1019275"
"HONEYBEE ROBOTICS, LTD.",BROOKLYN,NEW YORK,"40.6781784, -73.9441579"
HONEYWELL INTERNATIONAL INC,MEDLEY,FLORIDA,"25.8406526, -80.3264404"
HONEYWELL INTERNATIONAL INC,TUCSON,ARIZONA,"32.2539787, -110.9741769"
HONEYWELL INTERNATIONAL INC,PHOENIX,ARIZONA,"33.4482266, -112.0776781"
HONEYWELL INTERNATIONAL INC,DULUTH,GEORGIA,"34.0028786, -84.1446376"
HONEYWELL INTERNATIONAL INC,MORRIS PLAINS,NEW JERSEY,"40.8297312, -74.4779372"
HONEYWELL INTERNATIONAL INC.,CLEARWATER,FLORIDA,"27.9655722, -82.7958948"
HONEYWELL INTERNATIONAL INC.,CLEARWATER,FLORIDA,"27.9655722, -82.7958948"
HONEYWELL INTERNATIONAL INC.,TEMPE,ARIZONA,"33.4255104, -111.9400054"
HONEYWELL INTERNATIONAL INC.,PHOENIX,ARIZONA,"33.4482266, -112.0776781"
HONEYWELL INTERNATIONAL INC.,PHOENIX,ARIZONA,"33.4482266, -112.0776781"
HONEYWELL INTERNATIONAL INC.,PHOENIX,ARIZONA,"33.4482266, -112.0776781"
HONEYWELL INTERNATIONAL INC.,TORRANCE,CALIFORNIA,"33.8369217, -118.3407451"
HONEYWELL INTERNATIONAL INC.,ALBUQUERQUE,NEW MEXICO,"35.0843859, -106.650422"
HONEYWELL INTERNATIONAL INC.,KANSAS CITY,MISSOURI,"39.0997265, -94.5785667"
HONEYWELL INTERNATIONAL INC.,ENGLEWOOD,COLORADO,"39.6477653, -104.9877597"
HONEYWELL INTERNATIONAL INC.,MINNEAPOLIS,MINNESOTA,"44.977753, -93.2650108"
HONEYWELL INTERNATIONAL INC.,MINNEAPOLIS,MINNESOTA,"44.977753, -93.2650108"
HONEYWELL INTERNATIONAL INC.,GLENDALE,ARIZONA,"33.5386523, -112.1859866"
"HOPE GAS, INC.",CLARKSBURG,WEST VIRGINIA,"39.2806451, -80.34453409999999"
"HORNBECK OFFSHORE OPERATORS, LLC",COVINGTON,LOUISIANA,"30.4754702, -90.1009108"
"HOSPITAL HOUSEKEEPING SYSTEMS, LLC",DRIPPING SPRINGS,TEXAS,"30.1902067, -98.0866781"
HOTTINGER BRUEL & KJAER SOLUTIONS LLC,STARKVILLE,MISSISSIPPI,"33.4503998, -88.81838719999999"
HOURIGAN CONSTRUCTION CORP.,VIRGINIA BEACH,VIRGINIA,"36.8516437, -75.97921939999999"
HOWDEN AMERICAN FAN COMPANY,FAIRFIELD,OHIO,"39.3454673, -84.5603187"
HOWMEDICA OSTEONICS CORP.,MAHWAH,NEW JERSEY,"41.0792097, -74.1841702"
HPI FEDERAL LLC,WASHINGTON,DISTRICT OF COLUMBIA,"38.9071923, -77.0368707"
"HRL LABORATORIES, LLC",MALIBU,CALIFORNIA,"34.0380585, -118.6923438"
HUGHES NETWORK SYSTEMS,GERMANTOWN,MARYLAND,"39.1731621, -77.2716502"
HUMAN RESOURCES RESEARCH ORGANIZATION,ALEXANDRIA,VIRGINIA,"38.804693, -77.0435257"
HUMAN SERVICE CENTER,PEORIA,ILLINOIS,"40.6926929, -89.59277829999999"
"HUMAN SERVICES, NEW JERSEY DEPARTMENT OF",TRENTON,NEW JERSEY,"40.2201787, -74.7642295"
"HUMANA GOVERNMENT BUSINESS, INC.",LOUISVILLE,KENTUCKY,"38.2468618, -85.7663724"
"HUMANETICS INNOVATIVE SOLUTIONS, INC.",FARMINGTON HILLS,MICHIGAN,"42.4989936, -83.3677168"
HUMANTOUCH LLC,MC LEAN,VIRGINIA,"38.9338676, -77.1772604"
"HUNT VALVE COMPANY, INC.",SALEM,OHIO,"40.9008923, -80.8567501"
HUNTINGTON INGALLS INC,PASCAGOULA,MISSISSIPPI,"30.3657552, -88.5561272"
HUNTINGTON INGALLS INC,NEWPORT NEWS,VIRGINIA,"37.0870821, -76.4730122"
HUNTON ANDREWS KURTH LLP,RICHMOND,VIRGINIA,"37.5407246, -77.4360481"
HUNTSVILLE REHABILITATION FOUNDATION,HUNTSVILLE,ALABAMA,"34.7295497, -86.5853155"
"HUTCHINSON INDUSTRIES, INC.",TRENTON,NEW JERSEY,"40.2201787, -74.7642295"
HYATT CORPORATION,NEW ORLEANS,LOUISIANA,"29.9508941, -90.07583559999999"
HYDRO-AIRE AEROSPACE CORP,BURBANK,CALIFORNIA,"34.1819029, -118.3079264"
